#MCS	Surface_energy
26800	3242.994169436171
26900	2702.2941144616043
27000	3301.2748118007344
27100	3056.8667614696246
27200	3116.7278549953735
27300	3160.8371606228325
27400	3190.0064005040913
27500	2984.4682008446175
27600	3378.038915848485
27700	3056.705472216843
27800	3588.0801286465153
27900	3702.6070321465972
28000	3255.1998311885413
28100	3262.8720491599197
28200	3339.535733674751
28300	3468.177785924484
28400	3454.620953672273
28500	3367.050124158502
28600	3542.04036958866
28700	3524.9317153221855
28800	3578.314039028947
28900	3064.9990386690297
29000	3424.6942472431947
29100	3169.4096260556717
29200	3259.871570877828
29300	3285.95788304161
29400	3493.447851138696
29500	3179.7455568886166
29600	3462.5564851768772
29700	3656.1724294723354
29800	3691.2445822122736
29900	3352.336389684544
30000	3748.211399725372
30100	3177.3634476067423
30200	3639.8573920334143
30300	3771.939103452324
30400	3620.502983268555
30500	2872.7504133286443
30600	3173.471052556283
30700	3403.927470387211
30800	3292.7298082688317
30900	2892.791621070998
31000	3281.040505276525
31100	3072.719324568791
31200	3234.3991231155933
31300	3180.8075255652275
31400	3411.827002819875
31500	2951.619564152761
31600	3239.406140227993
31700	3102.071020898752
31800	3118.5208373939854
31900	3327.26613770368
32000	3059.6862510164838
32100	3109.4008512784217
32200	3420.4922712396283
32300	2836.2958980046683
32400	2829.172819995304
32500	3028.5434021068927
32600	3021.4291952393583
32700	2896.5840297031577
32800	2868.1110274287535
32900	2751.225177924829
33000	2960.94790202947
33100	3147.5345825979775
33200	2850.8938711759997
33300	3025.6484500245906
33400	2607.511921125073
33500	3184.0764028814497
33600	2647.570018077977
33700	2684.760721747593
33800	2505.3324539534387
33900	2738.349463307719
34000	3066.792409783289
34100	2994.6474935089877
34200	2657.9784180522306
34300	2836.0861514923095
34400	2747.0639862976427
34500	2749.816753318242
34600	2747.9353823057763
34700	2763.95500215525
34800	2697.449058007737
34900	2434.364081602163
35000	2923.1911010355443
35100	2769.940344292821
35200	2734.8688030027224
35300	2716.048984134089
35400	2571.979735136413
35500	2473.9425257957846
35600	3160.4597873984944
35700	2490.9140339079568
35800	2998.1349155843045
35900	2921.864476339207
36000	2619.5507663056646
36100	2574.4263661872687
36200	2577.993936221374
36300	2945.469157732965
36400	2486.111304928554
36500	2508.622251303129
36600	2369.1489418115234
36700	2520.3248628829488
36800	2841.684834994582
36900	2498.533881847623
37000	2511.4550043767613
37100	2302.514375259243
37200	2415.230792504762
37300	2675.8533687685335
37400	2788.3667187683814
37500	2691.2128314546985
37600	2681.1533002702504
37700	2514.916544738279
37800	2445.23614214975
37900	2570.926122968751
38000	2768.034716736369
38100	2823.8926130331815
38200	2990.001948214235
38300	2610.02390507727
38400	2693.7638795344465
38500	2465.9935424446653
38600	2509.4155850841826
38700	3018.318351169572
38800	2373.467077408777
38900	2690.667288984208
39000	2337.438822528139
39100	2538.4391494188617
39200	2883.3685320729846
39300	2842.7083394048755
39400	2575.5333773099915
39500	2548.059107823754
39600	2869.836073955503
39700	2831.0730499751335
39800	2642.572437734293
39900	2347.557875381567
40000	2617.18174247517
40100	2427.291194025782
40200	2628.132325422654
40300	2591.5609576777756
40400	2932.945181006809
40500	2299.3795249241507
40600	2460.022529649372
40700	2795.884132950904
40800	2420.8951434235564
40900	2693.662346091088
41000	2971.9933803374033
41100	2444.813737628839
41200	3108.0675593398228
41300	2801.0010523277388
41400	2639.680277864049
41500	3047.819644072558
41600	2592.0585888763676
41700	2804.114793682131
41800	3141.4451236776886
41900	2702.8465867185105
42000	2835.992518264136
42100	2747.5544107591772
42200	2549.369162175075
42300	2850.971998145219
42400	2762.2316651247893
42500	2753.637896805531
42600	2510.7829764219487
42700	2600.663216623052
42800	2313.219762853323
42900	3206.0271149554537
43000	2566.371955162961
43100	2752.0634319409455
43200	3090.7786124658437
43300	2895.1415557011237
43400	2231.2154650160733
43500	2899.66117869358
43600	2900.265531423984
43700	2997.0835198546156
43800	2803.728873047512
43900	2554.2497021504028
