#MCS	Mean_pressure	{Cells_over_pressure_threshold}
61400	32.33082514842118	29
61500	32.17039839522184	28
61600	32.900446468745784	36
61700	32.04971840372569	27
61800	32.01985737881405	32
61900	31.630599541251478	24
62000	32.43242081686489	37
62100	32.205651604762025	27
62200	31.97913844539029	34
62300	32.13695055926551	27
62400	31.55121609401447	31
62500	32.425527179940495	29
62600	31.727936133008804	28
62700	32.65119663103257	34
62800	31.847528771557254	32
62900	32.425568063625235	34
63000	32.22179761085881	39
63100	31.7168826449166	27
63200	31.890887678298007	31
63300	32.41862565307913	33
63400	31.908687751070552	34
63500	31.945502640667378	27
63600	31.781291653893465	28
63700	31.811982825552114	32
63800	31.739038458476784	33
63900	31.965164554677784	30
64000	31.667393162323137	23
64100	32.00429590109014	27
64200	31.892301062763334	28
64300	32.157766548491644	32
64400	31.89275052366682	31
64500	32.534444617093406	38
64600	32.173243845066985	28
64700	31.79066702436301	25
64800	31.532921189595175	26
64900	31.603195685298573	29
65000	32.413059238515174	33
65100	31.65346555961909	21
65200	31.214562747200958	23
65300	31.935272538662936	28
65400	32.34935363943683	25
65500	31.965340261412795	28
65600	32.004117987059786	25
65700	32.03072994695207	32
65800	32.08088537447149	34
65900	32.21338566046501	35
66000	31.996543681294856	29
66100	31.833136739286132	30
66200	31.730769219275864	25
66300	31.976806223137714	35
66400	31.215243951920144	24
66500	31.760905805046924	24
66600	31.87829736223152	31
66700	31.97316701871534	31
66800	31.977189893640997	33
66900	32.3257598242049	29
67000	32.04259551836095	28
67100	32.22386393925813	31
67200	31.853020449447204	34
67300	32.26768068351755	37
67400	31.7149996366651	32
67500	32.14716092149213	30
67600	32.129310550513075	38
67700	32.43060902346559	35
67800	31.775827492962662	37
67900	32.0100263857942	34
68000	32.30451734181088	36
68100	31.864214431077144	32
68200	32.42400498572213	32
68300	32.31318307220664	37
68400	31.943703439113126	38
68500	31.926247181362285	32
68600	32.267340072320025	34
68700	32.1770132416676	39
68800	32.20310046367872	34
68900	32.418115617238925	39
69000	32.04448651075382	39
69100	32.258062329415495	33
69200	32.19106859221635	33
69300	31.954477104999246	30
69400	32.2675916307168	38
69500	32.35001426756147	39
69600	32.00149390881029	36
69700	32.54786324380306	42
69800	32.235125705315056	35
69900	32.048032106388185	31
70000	31.855945399117935	36
70100	32.0124600247739	35
70200	31.680077368984474	35
70300	32.11504309426338	34
70400	32.09166035422396	37
70500	31.80721048509777	33
70600	32.405328153824335	43
70700	32.218229720526345	37
70800	32.4410707376351	36
70900	32.33389225638761	37
71000	32.25268813902075	35
71100	32.39816478918553	39
71200	32.16771725398302	33
71300	31.94907409732722	35
71400	32.48412284723061	35
71500	31.87264503844366	30
71600	32.017361632386795	31
71700	32.57596012465302	40
71800	32.16651904736283	34
71900	32.38695125645233	33
72000	32.31634479066825	38
72100	32.37263892615959	37
72200	32.522442610452394	43
72300	32.164336587673404	41
72400	31.876875982249707	34
72500	32.18577988544519	38
72600	32.43618096922185	41
72700	32.30197099764055	39
72800	33.179349153524285	45
72900	32.5229236058298	41
73000	32.52447877266889	40
73100	32.50331653542636	37
73200	32.66597971602496	46
73300	32.112535532925534	40
73400	32.76736119578149	50
73500	32.45606158965162	37
73600	32.33620114907582	41
73700	32.88615877886354	44
73800	32.71014106595304	45
73900	32.730502066746254	50
74000	32.245307612690745	43
74100	33.300008755142215	47
74200	33.03946646997914	49
74300	32.877197786923595	45
74400	32.84829791840614	44
74500	32.94058904221248	51
74600	32.290617033877474	38
74700	32.72327993902315	42
74800	32.904917638645976	49
74900	32.66445610984645	43
75000	32.42854324805729	46
75100	32.57572141450478	45
75200	32.596676356234624	46
75300	32.889133778055125	48
75400	32.42585387296222	47
75500	32.688890215985055	45
75600	33.00367045318457	49
75700	32.66002212020576	42
75800	33.189897963957065	47
75900	32.745419625343395	42
76000	32.66527593766888	41
76100	32.610783280177365	48
76200	32.865178795969264	45
76300	32.987979183628724	48
76400	32.473065490998835	40
76500	32.83536631244167	45
76600	32.74251566011648	49
76700	33.09149427004205	47
76800	33.01258072330356	50
76900	33.06911864148401	43
77000	32.77004790966059	48
77100	33.05815635268313	44
77200	33.06762071233917	55
77300	33.00244849930826	52
77400	32.92309338703669	45
77500	33.80268225485008	55
77600	33.25583149765085	49
77700	32.88750364085187	48
77800	32.96441730289042	42
77900	33.155150243381726	51
78000	32.95473069016802	45
78100	33.34108188863043	50
78200	33.402787894535614	52
78300	33.30141663198419	49
78400	33.20832392611198	49
78500	33.08334941745959	45
78600	33.26240256035017	52
78700	33.16221102697152	46
78800	33.47435159734449	47
78900	33.309898271837646	49
79000	33.00307700108661	47
79100	33.476447178130755	53
79200	33.14182168973419	53
79300	33.35501524465601	54
79400	33.17250275328103	51
79500	33.23372617921633	47
79600	33.30519343438185	51
79700	33.522000665258595	53
79800	33.03966033952412	47
79900	33.08547099449918	56
