#MCS	Mean_Pressure
2220	241.9316526479905
2230	242.06610694240356
2240	242.1768340083908
2250	242.19947445533964
2260	242.32200449163264
2270	242.40500876083675
2280	242.52753887251902
2290	242.60263797322753
2300	242.73702583765325
2310	242.71197087794175
2320	242.70668406359417
2330	242.80145244090014
2340	242.90016950059385
2350	243.0028352426753
2360	243.12129571430776
2370	243.10396936884288
2380	243.22631813354192
2390	243.28551914871886
2400	243.380240773002
2410	243.45917545990457
2420	243.56179055287794
2430	243.68413931757698
2440	243.7670207388247
2450	243.86174236310782
2460	243.71993717740708
2470	243.80273690183742
2480	243.90525080876847
2490	244.0274789734037
2500	244.03337724807815
2510	244.11613614688366
2520	244.22648139540198
2530	244.3092403317907
2540	244.36047205431709
2550	244.45111279417142
2560	244.42528788999994
2570	244.49225023308156
2580	244.5670904988787
2590	244.63405284196037
2600	244.71283206911525
2610	244.77585545083915
2620	244.86645156206725
2630	244.91765805971792
2640	244.96492559601086
2650	245.0043152095883
2660	244.865600090571
2670	244.92069129925085
2680	245.0151333712734
2690	244.94973770636724
2700	244.99693552652994
2710	245.09526431853558
2720	245.13852898701805
2730	245.1778605038203
2740	245.2722561066364
2750	245.3548522544118
2760	245.4295821363361
2770	245.4964456773906
2780	245.56724240763467
2790	245.6183733794776
2800	245.65377174459962
2810	245.71670217148323
2820	245.7599668399657
2830	245.8071646601284
2840	245.8504293286109
2850	245.9172929071747
2860	245.96449072733742
2870	245.99988909245943
2880	246.06281951934304
2890	246.1021510361453
2900	246.12968309790688
2910	246.055909477815
2920	246.091290448163
2930	246.12274019958346
2940	246.16205238885902
2950	246.22495189169993
2960	246.27212651883062
2970	246.3193011459613
2980	246.37040699201955
2990	246.41365040022268
