#MCS	Total_energy
70800	273323.6322548466
70900	273198.6758887925
71000	274305.1966195231
71100	273866.2272358769
71200	274503.72722194804
71300	275043.93260590883
71400	274759.8879763549
71500	275217.950415576
71600	275584.14142455783
71700	275757.7721652468
71800	275666.5517958675
71900	276175.8276843362
72000	276526.5645740182
72100	275976.54603870376
72200	277358.44529584015
72300	277540.11289032723
72400	277963.836177214
72500	278808.812879776
72600	278548.7040697018
72700	278782.0042747071
72800	279618.27887234715
72900	279686.4529721508
73000	279573.54983041727
73100	279742.2278027312
73200	279472.26669413364
73300	280502.7511070612
73400	280522.3896750635
73500	280848.9042960044
73600	281545.591553217
73700	281236.85335301544
73800	282303.5390121578
73900	282881.55527689634
74000	283034.81968225114
74100	282467.81870974787
74200	282532.0991426112
74300	283055.0012959686
74400	283739.59572239494
74500	283930.9490478629
74600	284233.71531535394
74700	284288.2875523156
74800	284341.0969085637
74900	284451.4312671291
75000	285566.6913199019
75100	285608.7564999526
75200	285752.7961495233
75300	285355.96317005396
75400	285959.7620483161
75500	285895.8214651404
75600	287068.06549292564
75700	286900.9790712709
75800	287667.491352668
75900	288038.8670903641
76000	288500.70529685944
76100	288660.72341626574
76200	288753.27035089623
76300	288712.7520734487
76400	288853.6436018688
76500	289562.1937251581
76600	289612.8719664642
76700	290047.79194442736
76800	290358.9294183296
76900	290817.0441984946
77000	290652.9033413951
77100	290918.95247904863
77200	291552.20177993114
77300	292337.87100299326
77400	291941.3737598385
77500	292588.6138769746
77600	293372.7051832969
77700	294261.44901132333
77800	294066.09333197423
77900	294576.10514384747
78000	294495.88944329356
78100	294957.5005838412
78200	295600.3225079516
78300	296129.0057299679
78400	296047.03738871205
78500	296087.11480780994
78600	296372.51203024085
78700	297524.01404040214
78800	297675.7981914824
78900	297968.6987141894
79000	298491.5844486505
79100	298514.36746294535
79200	299561.9782843179
79300	298966.9668140096
79400	298999.3240835384
79500	299827.33343310095
79600	300085.7959079124
79700	300829.51964577637
79800	300209.7254094866
79900	301091.2376429622
80000	301982.4170346158
80100	301992.92565804016
80200	302439.52311537875
80300	302213.6242622946
80400	303009.9885458121
80500	303463.21668967255
80600	303448.4773471635
80700	303892.72249599727
80800	303422.12470158964
80900	303874.421619189
81000	304503.3874838201
81100	304441.4142592346
81200	304739.6048102881
81300	305337.4052910958
81400	305905.39138112694
81500	306848.4408970168
81600	306626.8523878793
81700	307271.30361972406
81800	306687.5643973566
81900	307703.8434716834
82000	307208.30999916093
82100	308260.90653619065
82200	307775.30183158076
82300	308008.1415770386
82400	308872.40471981646
82500	308762.3563480894
82600	309481.30061773653
82700	309447.72111829533
82800	309823.64723327593
82900	309975.6649281847
83000	310807.52716542385
83100	311004.8705300477
83200	310719.45620946307
83300	310492.2638248667
83400	311728.42313886614
83500	311075.1315646054
83600	311247.51698957366
83700	311811.3241373123
83800	311998.5750050651
83900	311981.24616575334
84000	312942.51892919064
84100	312689.56102097663
84200	313304.84585650766
84300	312604.65466082905
84400	313802.66350610094
84500	313874.93389403506
84600	314203.8679970592
84700	314644.2006899612
84800	314619.3249740832
84900	315128.006581917
85000	315271.24380619463
85100	314945.4267521082
85200	315623.84188130597
85300	315489.417722813
85400	316131.81095580384
85500	316262.9254473877
85600	316622.9363025913
85700	316908.1852095258
85800	317408.77742646
85900	317461.67948629265
86000	317697.75774689356
86100	317921.6730448073
86200	318232.75121958915
86300	319252.2189798706
86400	318565.3766580437
86500	318915.58559564623
86600	319122.62139735214
86700	319536.611333605
86800	320002.46800421685
86900	320365.0628161029
87000	320702.8412626111
87100	321258.78114727774
87200	320693.0040281405
87300	321204.37173689087
87400	321574.1569060992
87500	322769.1716938406
87600	322844.5072067425
87700	322301.4435760341
87800	324291.61816581717
87900	324193.7497714935
88000	324542.3415985663
88100	325351.2495972075
88200	324587.7031894095
88300	325392.9098933527
88400	325320.8964991115
88500	325505.73239968834
88600	326719.8642895938
88700	327395.1095305244
88800	326974.2689784879
88900	327402.9329555639
89000	327542.86029169627
89100	327431.30261907063
89200	328017.09179648437
89300	328214.66630389314
89400	328711.95284343755
89500	329520.87268408784
89600	329971.79532742343
89700	329911.31826449017
89800	329578.9984130594
89900	330384.6147197292
90000	330628.29635531036
90100	331156.464084039
90200	331051.510776379
90300	331109.712036059
90400	331332.0948119617
90500	331384.2589808581
90600	331829.662859946
90700	332832.5876620137
90800	334093.14982797863
90900	332818.1086950789
91000	333315.61577823624
91100	334094.28547772765
91200	333769.40865524404
91300	334370.5502233751
91400	334807.99248954107
91500	335051.00370867713
91600	335339.45497583546
91700	335280.87247433176
91800	336061.9537545813
91900	336571.35676789837
92000	336639.19237634353
92100	336000.22890075913
92200	337309.4912081866
92300	337608.30725059024
92400	338159.74078145943
92500	338271.01262887096
92600	339244.89982516505
92700	339882.128746618
92800	339188.1255405508
