#MCS	Total_cells	P_mean	P10	P20	P30	P40	P50	P60	P70	P75	P80	P90	P95	P99	P_max
161300	261	36.14514610630753	29.878581972159736	32.32387762271355	33.86385866101955	36.08117427610887	37.319127429349464	37.97815603737945	38.649118544019075	39.37413378360179	39.77025956656507	41.41697277977801	42.35752603855326	44.419264265185824	45.24239839865368
161400	263	35.9319404716902	29.686527228712293	32.26477255225782	34.463838503523945	35.97257442547016	36.61181391048922	37.65083213247635	38.17992269463211	38.57490589950066	39.31662859713688	41.382297182552065	41.85784999588195	44.471259526653846	45.47775300667672
161500	263	36.035890186541536	29.59317502781614	32.5825891637116	34.50411987452717	35.99798854833207	36.63500192867377	37.855628269629236	38.80093311519267	39.445723442349845	39.78689286690569	40.84719435248917	41.68758800698415	43.358937236390155	43.7842517698009
161600	264	35.76560834064257	29.09618033578181	31.690482864102158	33.69448313144885	36.03346065432597	36.722823886796505	37.88747488743793	38.84885410391344	39.39003649314145	39.663348863830834	40.40933151008467	41.649735301077726	43.3967027383194	44.38671452239578
161700	265	36.02846909646761	29.48754423227456	31.88317756114593	34.1583664046826	35.74958904929717	37.1715123819904	38.06465688958015	38.91576221371324	39.608417224661025	39.727940231748654	40.81162336954476	41.61624004744844	43.439884774528984	44.54254184981073
161800	265	36.2297432327712	29.98732189847833	32.35292272692459	34.21308930362356	36.22322474842004	37.228229299433224	38.01914602652796	38.889609260304496	39.51172380681237	39.67925706653441	41.09297498562664	41.917155566820654	44.03321294484632	47.189148225012104
161900	265	36.00524359972313	29.663770423895222	32.186761384890815	34.03674226239673	35.983961754270055	36.76906259406769	37.89190237755501	38.5846699983631	39.437387566105826	39.65882798992716	41.06039777701699	41.83633189952816	44.01217577499345	46.5490710324957
162000	265	35.71202462306683	29.502281017772837	31.35155465042444	33.47997988700918	35.64569958671727	36.70886438399248	37.85683127252705	38.3004674302083	38.986714665446925	39.603591480159956	41.019017773230374	42.00065715152268	43.54175275278743	45.256886618484714
162100	265	36.30997245568459	29.623484933019064	32.68755253983727	34.84176131455733	36.197821611885956	37.34811760192133	37.92597372675009	38.48279652694073	39.1921727288518	39.789282393209575	41.457572754288414	43.157833329364074	44.65751651717511	45.171591515763794
162200	266	36.08653913427656	29.67862050589929	31.628772660658797	33.61729113215097	35.96241207222374	37.30518165945523	37.891158053844265	39.16350527966006	39.62458772594164	40.06494034489151	41.51144833269518	42.09019435007849	44.36204815647209	45.38847536011599
162300	268	35.702051875561	29.48689054576844	31.741199873256665	33.45937640244756	35.497363561594106	36.44331454056328	37.80509390817497	38.58718174756414	39.19697581405171	39.669882982310085	40.69443633041283	41.689224969831415	43.23805439657488	44.563333475236504
162400	268	35.77729279732123	29.112078238803043	31.537418598137446	34.08231835677043	36.028393210612556	36.703755741549685	37.874821384355165	38.41464284222275	39.103159440804575	39.66467271633483	40.960996229357264	41.79311717899327	43.25138342149034	45.02754702495076
162500	269	35.78071224128269	29.499311962675712	31.499307026881432	33.55798830779422	35.42012418375744	36.7759633812384	37.82919516486072	38.59662861621037	39.19677325363227	39.710471970492655	41.41306714023303	41.692471429706345	43.09165223980868	43.74487951742594
162600	269	35.531204956342	28.566383215417225	31.75969398287416	33.58579470354198	35.51304929115904	36.3875142948491	37.88203390857816	38.262726647516686	38.63947804134477	39.36522387172845	40.279228669292934	41.760029106139335	43.92542718110009	45.01599764781531
162700	269	35.83284532608135	28.82400573666873	31.97598868539626	33.94024934503104	35.91654964668087	36.7759633812384	37.91527579002177	38.57817158544931	39.207594786548725	39.61281724895853	41.467507141232275	42.028521225491566	43.756109741737816	45.296382467047806
162800	269	35.80266083516919	28.933911587028707	31.471971669939556	33.98498979184387	36.142343402906405	37.0477788647604	37.84220572359809	38.238784692584524	38.63947804134477	39.57163499907292	40.57181517887602	41.61678936384014	43.61475580261132	45.42431825467429
162900	269	35.74565064208299	29.17744963599707	31.518535847172824	33.6648166130697	36.001468467673476	36.87028100569296	37.877861850583216	38.454020587761626	39.35240832031013	39.67065477184042	40.399677274500576	41.60721203255089	43.23113081277392	44.02447469434537
163000	269	35.8702140268277	28.876983182775074	31.655477677041198	33.786376210679556	35.91497860180061	37.03767144315316	37.90523153979957	38.56830586305441	39.514099600206464	39.71886003179388	41.21912549498011	41.75932872773992	44.00120098280371	46.80063047407384
